company,price,rating,processor,ram,battery,screen_size,width,height,frequency,rom
Infinix,12999,77.0,Helio,6.0,33.0,6.0,2400.0,1080.0,111.63829787234043,128.0
Samsung,54999,77.0,Octa,8.0,46.329588014981276,6.0,1080.0,2400.0,111.63829787234043,128.0
Samsung,24990,72.0,Octa,6.0,46.329588014981276,6.0,1080.0,2400.0,111.63829787234043,128.0
Vivo,59999,88.0,Dimensity,12.0,80.0,6.0,1080.0,2400.0,120.0,256.0
Poco,19999,72.0,Snapdragon,6.0,46.329588014981276,6.0,1080.0,2400.0,120.0,128.0
Infinix,16999,79.0,Helio,8.0,33.0,6.0,1080.0,2400.0,111.63829787234043,128.0
Samsung,14999,60.0,Exynos,4.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,64.0
Vivo,29990,76.0,Snapdragon,8.0,67.0,6.0,1080.0,2408.0,90.0,128.0
Xiaomi,13990,69.0,Dimensity,4.0,18.0,6.0,1080.0,2408.0,90.0,128.0
Xiaomi,17999,81.0,Helio,6.0,67.0,6.0,1080.0,2400.0,120.0,128.0
Realme,11399,73.0,Tiger,4.0,18.0,6.0,1080.0,2408.0,111.63829787234043,64.0
Eunity,599,78.25824800910125,1.77,32.0,46.329588014981276,1.0,260.0,240.0,111.63829787234043,32.0
Vivo,19990,79.0,Dimensity,8.0,18.0,6.0,1080.0,2408.0,111.63829787234043,128.0
Vivo,15499,74.0,Snapdragon,4.0,18.0,6.0,1600.0,720.0,90.0,128.0
Gionee,6999,78.25824800910125,Tiger,3.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,32.0
Xiaomi,12499,77.0,Snapdragon,4.0,18.0,6.0,1080.0,2400.0,111.63829787234043,128.0
Apple,91999,80.0,Bionic,4.0,46.329588014981276,6.0,1170.0,2532.0,111.63829787234043,512.0
Infinix,9690,71.0,Helio,4.0,46.329588014981276,6.0,1080.0,2480.0,90.0,64.0
Realme,32990,85.0,Snapdragon,8.0,65.0,6.0,1080.0,2400.0,120.0,128.0
Xiaomi,42990,87.0,Snapdragon,8.0,67.0,6.0,1080.0,2400.0,120.0,128.0
CAT,14999,78.25824800910125,Qualcomm,2.0,46.329588014981276,5.921406411582213,480.0,640.0,111.63829787234043,16.0
Xiaomi,18699,82.0,Snapdragon,8.0,33.0,6.0,1080.0,2400.0,90.0,128.0
DIZO,1749,78.25824800910125,"SC6531E,",32.0,46.329588014981276,2.0,240.0,320.0,111.63829787234043,32.0
Realme,10990,76.0,Dimensity,4.0,18.0,6.0,1080.0,2400.0,111.63829787234043,128.0
Xiaomi,30990,85.0,Snapdragon,8.0,33.0,6.0,1080.0,2400.0,120.0,128.0
Lenovo,59999,89.0,Snapdragon,16.0,120.0,6.0,1080.0,2400.0,144.0,512.0
Samsung,23999,83.0,Exynos,6.0,46.329588014981276,6.0,1080.0,2400.0,111.63829787234043,128.0
Realme,9999,69.0,Dimensity,4.0,18.0,6.0,720.0,1600.0,111.63829787234043,128.0
Nokia,3099,78.25824800910125,Unisoc,64.0,46.329588014981276,2.0,240.0,320.0,111.63829787234043,128.0
Apple,119900,80.0,Bionic,6.0,1.0,5.921406411582213,1060.9148936170213,2179.227963525836,111.63829787234043,256.0
Xiaomi,9299,67.0,Helio,4.0,10.0,6.0,720.0,1600.0,111.63829787234043,128.0
Realme,12989,77.0,Helio,6.0,30.0,6.0,1080.0,2400.0,90.0,64.0
Samsung,4999,78.25824800910125,(28,1.0,46.329588014981276,5.0,720.0,1480.0,111.63829787234043,16.0
LG,11999,78.25824800910125,1,1470.0,8.0,5.921406411582213,1060.9148936170213,2179.227963525836,111.63829787234043,134.6359077231695
Oppo,29990,83.0,Snapdragon,8.0,65.0,6.0,1080.0,2400.0,111.63829787234043,128.0
Oppo,12490,72.0,Helio,6.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,128.0
Sony,27999,75.0,Snapdragon,4.0,18.0,5.921406411582213,1080.0,2520.0,90.0,128.0
Vivo,8199,78.25824800910125,Helio,2.0,46.329588014981276,6.0,720.0,1520.0,111.63829787234043,32.0
Huawei,21990,81.0,Kirin,8.0,40.0,6.0,1080.0,2340.0,111.63829787234043,128.0
Vivo,20000,73.0,Helio,4.0,18.0,6.0,1080.0,2340.0,111.63829787234043,128.0
Vivo,11990,74.0,Snapdragon,6.0,18.0,6.0,1080.0,2340.0,111.63829787234043,64.0
Xiaomi,11989,75.0,Helio,4.0,22.0,6.0,1080.0,2340.0,111.63829787234043,64.0
Xiaomi,11490,66.0,Snapdragon,4.0,18.0,6.0,720.0,1520.0,111.63829787234043,64.0
Motorola,11490,68.0,Helio,4.0,10.0,6.0,720.0,1520.0,111.63829787234043,64.0
Google,15999,67.0,Qualcomm,4.0,18.0,5.921406411582213,1080.0,2160.0,111.63829787234043,64.0
Samsung,17990,69.0,Samsung,4.0,15.0,5.0,1080.0,2340.0,111.63829787234043,64.0
Samsung,78990,86.0,Exynos,8.0,25.0,6.0,1440.0,3040.0,111.63829787234043,256.0
Huawei,10949,66.0,Kirin,4.0,46.329588014981276,5.0,1080.0,2280.0,111.63829787234043,64.0
Xiaomi,10300,65.0,Qualcomm,4.0,46.329588014981276,5.0,1080.0,1920.0,111.63829787234043,64.0
BlackZone,1899,78.25824800910125,Single,48.0,46.329588014981276,1.0,480.0,640.0,111.63829787234043,48.0
Doogee,45999,88.0,Dimensity,12.0,33.0,6.0,1080.0,2408.0,120.0,256.0
Huawei,21990,63.0,Octa,4.0,22.0,6.0,720.0,1600.0,111.63829787234043,64.0
iQOO,19990,76.0,Snapdragon,8.0,45.0,6.0,1080.0,2412.0,120.0,128.0
Vivo,32990,84.0,Snapdragon,8.0,80.0,6.0,1080.0,2400.0,120.0,256.0
Poco,14499,77.0,Helio,6.0,18.0,6.0,1080.0,2400.0,90.0,128.0
Nokia,41990,85.0,Snapdragon,6.0,33.0,6.0,1080.0,2400.0,90.0,128.0
Tecno,13990,67.0,Helio,6.0,46.329588014981276,6.0,720.0,1600.0,90.0,128.0
Nokia,1599,78.25824800910125,No,4.0,46.329588014981276,1.0,120.0,160.0,111.63829787234043,4.0
Nokia,4799,78.25824800910125,No,107.0,128.0,5.921406411582213,1060.9148936170213,2179.227963525836,111.63829787234043,134.6359077231695
Vivo,10490,67.0,Helio,3.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,64.0
Huawei,29990,82.0,Snapdragon,8.0,66.0,6.0,1080.0,2400.0,120.0,128.0
Huawei,22990,82.0,Snapdragon,8.0,40.0,6.0,1080.0,2388.0,90.0,128.0
Samsung,47990,80.0,Dimensity,8.0,46.329588014981276,6.0,1080.0,2400.0,111.63829787234043,128.0
Infinix,19999,84.0,Helio,8.0,120.0,6.0,1080.0,2400.0,120.0,128.0
OnePlus,29999,83.0,Snapdragon,8.0,80.0,6.0,1080.0,2412.0,120.0,128.0
Realme,11879,74.0,Tiger,4.0,18.0,6.0,1080.0,2408.0,111.63829787234043,128.0
OnePlus,28990,84.0,Dimensity,8.0,150.0,6.0,1080.0,2412.0,120.0,128.0
iQOO,39990,85.0,Snapdragon,12.0,120.0,6.0,1080.0,2376.0,120.0,256.0
Xiaomi,15999,78.0,Dimensity,6.0,33.0,6.0,1080.0,2400.0,90.0,64.0
Oppo,22990,82.0,Snapdragon,8.0,33.0,6.0,1080.0,2400.0,111.63829787234043,256.0
Royole,149999,87.0,Snapdragon,8.0,46.329588014981276,7.0,1440.0,1920.0,111.63829787234043,128.0
Tecno,11499,75.0,Helio,4.0,18.0,6.0,1080.0,2460.0,90.0,128.0
Tecno,22999,84.0,Helio,8.0,44.0,6.0,1080.0,2400.0,120.0,256.0
Tecno,7999,70.0,Helio,4.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,64.0
Realme,31999,82.0,Snapdragon,8.0,65.0,6.0,2400.0,1080.0,120.0,128.0
Sony,30990,78.0,Snapdragon,6.0,30.0,5.921406411582213,1080.0,2520.0,111.63829787234043,64.0
Realme,7999,64.0,Helio,3.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,32.0
Tecno,10999,74.0,Helio,4.0,18.0,6.0,1080.0,2460.0,111.63829787234043,64.0
Poco,14990,79.0,Dimensity,6.0,67.0,6.0,1080.0,2400.0,120.0,128.0
Motorola,14499,77.0,Snapdragon,4.0,20.0,6.0,1080.0,2460.0,120.0,64.0
OnePlus,44999,86.0,Snapdragon,8.0,65.0,6.0,1080.0,2400.0,120.0,128.0
Realme,17999,83.0,Helio,8.0,30.0,6.0,1080.0,2400.0,111.63829787234043,128.0
Realme,19999,83.0,Dimensity,8.0,30.0,6.0,1080.0,2400.0,120.0,128.0
Itel,3999,78.25824800910125,Spreadtrum,1.0,46.329588014981276,5.921406411582213,854.0,480.0,111.63829787234043,8.0
Samsung,101999,78.25824800910125,Exynos,12.0,25.0,6.0,1440.0,3200.0,120.0,128.0
Oppo,38700,84.0,Dimensity,8.0,65.0,6.0,1080.0,2400.0,90.0,128.0
OnePlus,19999,73.0,Snapdragon,4.0,65.0,6.0,1080.0,2400.0,111.63829787234043,64.0
Samsung,10999,72.0,Exynos,4.0,15.0,6.0,720.0,1600.0,90.0,64.0
OnePlus,16990,68.0,Snapdragon,4.0,18.0,6.0,720.0,1600.0,90.0,64.0
Apple,55999,75.0,Bionic,4.0,4.0,5.921406411582213,1060.9148936170213,2179.227963525836,111.63829787234043,256.0
Apple,67999,76.0,Bionic,4.0,1.0,5.921406411582213,1060.9148936170213,2179.227963525836,111.63829787234043,256.0
OPPO,9999,66.0,Helio,3.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,32.0
Xiaomi,14439,77.0,Snapdragon,4.0,18.0,6.0,1080.0,2400.0,111.63829787234043,128.0
Nokia,2499,78.25824800910125,No,4.0,46.329588014981276,2.0,240.0,320.0,111.63829787234043,134.6359077231695
Oppo,9990,64.0,Helio,3.0,46.329588014981276,6.0,1520.0,720.0,111.63829787234043,32.0
Realme,24999,85.0,Snapdragon,8.0,65.0,6.0,1080.0,2400.0,90.0,128.0
Samsung,85990,78.25824800910125,Exynos,8.0,25.0,6.0,1440.0,3200.0,111.63829787234043,128.0
Xiaomi,480000,88.0,Snapdragon,8.0,27.0,6.0,1080.0,2340.0,111.63829787234043,256.0
Xiaomi,16999,78.0,Helio,6.0,18.0,6.0,1080.0,2340.0,111.63829787234043,64.0
Realme,8999,78.25824800910125,Helio,2.0,46.329588014981276,6.0,720.0,1520.0,111.63829787234043,16.0
OPPO,15990,62.0,Helio,3.0,46.329588014981276,5.921406411582213,1080.0,2160.0,111.63829787234043,32.0
Nokia,3999,78.25824800910125,256,1200.0,4.0,5.921406411582213,1060.9148936170213,2179.227963525836,111.63829787234043,134.6359077231695
Lyf,3890,78.25824800910125,Snapdragon,3.0,46.329588014981276,5.921406411582213,1080.0,1920.0,111.63829787234043,32.0
Samsung,1685,78.25824800910125,No,800.0,5.0,5.921406411582213,1060.9148936170213,2179.227963525836,111.63829787234043,134.6359077231695
Apple,84990,75.0,Bionic,8.0,46.329588014981276,6.0,1284.0,2778.0,120.0,128.0
Vivo,21999,78.0,Dimensity,4.0,18.0,6.0,1080.0,2408.0,111.63829787234043,128.0
iKall,2099,78.25824800910125,48,1800.0,4.0,5.921406411582213,1060.9148936170213,2179.227963525836,111.63829787234043,134.6359077231695
Lava,8999,66.0,Helio,4.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,64.0
Eunity,649,78.25824800910125,1.77,16.0,46.329588014981276,1.0,280.0,240.0,111.63829787234043,16.0
Tecno,20999,79.0,Dimensity,6.0,33.0,6.0,1080.0,2460.0,120.0,128.0
OPPO,32990,84.0,Dimensity,8.0,80.0,6.0,1080.0,2400.0,90.0,128.0
Motorola,9022,70.0,Helio,4.0,10.0,6.0,720.0,1600.0,90.0,64.0
Xiaomi,8399,61.0,Helio,3.0,10.0,6.0,720.0,1600.0,111.63829787234043,32.0
Infinix,9999,64.0,Helio,3.0,46.329588014981276,6.0,720.0,1612.0,111.63829787234043,64.0
Tecno,8390,63.0,Helio,3.0,46.329588014981276,6.0,720.0,1600.0,90.0,64.0
ZTE,19999,82.0,Snapdragon,6.0,55.0,6.0,1080.0,2460.0,120.0,128.0
Honor,13999,71.0,Helio,4.0,10.0,6.0,720.0,1600.0,111.63829787234043,64.0
Xiaomi,29999,85.0,Snapdragon,8.0,67.0,6.0,1080.0,2400.0,120.0,128.0
TCL,8990,60.0,Helio,3.0,10.0,5.921406411582213,720.0,1440.0,111.63829787234043,32.0
Samsung,163980,78.25824800910125,Snapdragon,12.0,25.0,7.0,1812.0,2176.0,120.0,1.0
Nothing,24990,80.0,Snapdragon,6.0,33.0,6.0,1080.0,2400.0,120.0,128.0
Motorola,59990,78.25824800910125,Snapdragon,8.0,125.0,6.0,1080.0,2340.0,144.0,128.0
OnePlus,47990,86.0,Snapdragon,12.0,150.0,6.0,1080.0,2412.0,120.0,256.0
Realme,40990,86.0,Snapdragon,8.0,100.0,6.0,1080.0,2412.0,120.0,128.0
Samsung,22999,74.0,Octa,8.0,46.329588014981276,6.0,1080.0,2400.0,111.63829787234043,128.0
Samsung,12990,63.0,Octa,4.0,18.0,6.0,720.0,1560.0,111.63829787234043,64.0
Infinix,14999,79.0,Helio,8.0,33.0,6.0,2400.0,1080.0,111.63829787234043,128.0
POCO,42999,86.0,Dimensity,8.0,150.0,6.0,1080.0,2412.0,120.0,128.0
iQOO,14999,78.0,Snapdragon,4.0,18.0,6.0,1080.0,2412.0,120.0,128.0
Vivo,22990,83.0,Snapdragon,8.0,44.0,6.0,1080.0,2400.0,120.0,128.0
Vivo,118990,78.25824800910125,Snapdragon,12.0,66.0,8.0,1916.0,2160.0,120.0,512.0
Oppo,29990,81.0,Snapdragon,8.0,80.0,6.0,1080.0,2400.0,120.0,128.0
Tecno,7399,62.0,Unisoc,3.0,46.329588014981276,6.0,720.0,1612.0,90.0,64.0
iQOO,17999,80.0,Snapdragon,8.0,55.0,6.0,1080.0,2400.0,120.0,128.0
Infinix,12799,77.0,Helio,6.0,33.0,6.0,1080.0,2400.0,111.63829787234043,128.0
Xiaomi,26999,86.0,Dimensity,8.0,120.0,6.0,2400.0,1080.0,120.0,128.0
Samsung,22999,82.0,Dimensity,8.0,15.0,6.0,1080.0,2408.0,90.0,128.0
Apple,147900,84.0,Bionic,6.0,46.329588014981276,6.0,1170.0,2532.0,120.0,1.0
Nubia,44999,84.0,Snapdragon,8.0,30.0,6.0,1080.0,2400.0,165.0,128.0
Micromax,7790,68.0,Unisoc,6.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,64.0
Nokia,39990,87.0,Snapdragon,6.0,33.0,6.0,1080.0,2400.0,144.0,128.0
Vivo,9999,65.0,Snapdragon,3.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,32.0
Oppo,22990,80.0,Snapdragon,6.0,18.0,6.0,1080.0,2400.0,90.0,128.0
Poco,32999,79.0,Dimensity,6.0,67.0,6.0,1080.0,2400.0,120.0,128.0
Honor,32990,85.0,Snapdragon,6.0,66.0,6.0,1080.0,2340.0,120.0,128.0
OPPO,14999,74.0,Helio,6.0,46.329588014981276,6.0,1600.0,720.0,111.63829787234043,128.0
Realme,12499,74.0,Helio,4.0,18.0,6.0,1080.0,2412.0,120.0,64.0
iQOO,39990,84.0,Snapdragon,8.0,66.0,6.0,1080.0,2400.0,120.0,128.0
Realme,6499,61.0,"SC9863A,",2.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,32.0
Samsung,18499,76.0,Helio,6.0,15.0,6.0,720.0,1600.0,111.63829787234043,128.0
Realme,30994,85.0,Snapdragon,8.0,65.0,6.0,1080.0,2400.0,120.0,128.0
Google,32999,78.0,Snapdragon,6.0,18.0,6.0,1080.0,2400.0,111.63829787234043,128.0
Samsung,10499,73.0,Exynos,4.0,15.0,6.0,720.0,1600.0,90.0,64.0
Samsung,19999,82.0,Exynos,6.0,15.0,6.0,1080.0,2340.0,111.63829787234043,128.0
Samsung,17499,75.0,Exynos,6.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,128.0
Xiaomi,10990,69.0,Helio,6.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,128.0
Vivo,19000,82.0,Snapdragon,8.0,33.0,6.0,1080.0,2400.0,111.63829787234043,128.0
OPPO,13990,70.0,Snapdragon,6.0,18.0,6.0,1600.0,720.0,90.0,128.0
Realme,10499,72.0,Helio,4.0,18.0,6.0,720.0,1600.0,111.63829787234043,64.0
itel,5890,78.25824800910125,Unisoc,3.0,46.329588014981276,6.0,1520.0,720.0,111.63829787234043,32.0
Realme,6490,61.0,Helio,2.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,32.0
Xiaomi,54999,88.0,Snapdragon,8.0,30.0,6.0,1080.0,2340.0,90.0,256.0
Vivo,9990,65.0,Snapdragon,4.0,46.329588014981276,6.0,720.0,1544.0,111.63829787234043,64.0
OnePlus,24999,79.0,Snapdragon,8.0,30.0,6.0,1080.0,2400.0,90.0,128.0
Nokia,3399,78.25824800910125,8,1200.0,4.0,5.921406411582213,1060.9148936170213,2179.227963525836,111.63829787234043,134.6359077231695
Sharp,59990,88.0,Snapdragon,12.0,46.329588014981276,6.0,1440.0,3168.0,111.63829787234043,256.0
Huawei,214990,78.25824800910125,Kirin,12.0,46.329588014981276,6.0,1176.0,2400.0,111.63829787234043,512.0
Samsung,9990,63.0,Octa,2.0,15.0,6.0,720.0,1560.0,111.63829787234043,32.0
Realme,6999,78.25824800910125,Helio,2.0,46.329588014981276,6.0,1560.0,720.0,111.63829787234043,16.0
Huawei,169000,78.25824800910125,Kirin,8.0,55.0,5.921406411582213,2200.0,2480.0,111.63829787234043,512.0
Samsung,39990,78.0,Snapdragon,6.0,46.329588014981276,6.0,1080.0,2340.0,111.63829787234043,128.0
Samsung,21490,70.0,Exynos,4.0,46.329588014981276,5.921406411582213,2220.0,1080.0,111.63829787234043,64.0
Vivo,13490,78.25824800910125,Snapdragon,3.0,46.329588014981276,5.0,720.0,1280.0,111.63829787234043,16.0
Poco,7999,70.0,Helio,4.0,46.329588014981276,6.0,720.0,1650.0,111.63829787234043,64.0
Blackview,8990,67.0,Helio,4.0,10.0,6.0,720.0,1560.0,111.63829787234043,64.0
Honor,13999,75.0,Helio,6.0,22.0,6.0,720.0,1600.0,90.0,128.0
XTouch,1999,78.25824800910125,No,22.645731108930324,32.0,5.921406411582213,1060.9148936170213,2179.227963525836,111.63829787234043,134.6359077231695
OPPO,13990,72.0,Dimensity,6.0,10.0,6.0,720.0,1612.0,90.0,128.0
Doogee,14999,84.0,Helio,8.0,33.0,6.0,1080.0,2340.0,111.63829787234043,128.0
Lava,6999,78.25824800910125,Helio,3.0,46.329588014981276,6.0,1600.0,720.0,111.63829787234043,32.0
Motorola,42990,87.0,Snapdragon,8.0,68.0,6.0,1080.0,2400.0,144.0,128.0
iKall,6799,61.0,Quad,4.0,46.329588014981276,6.0,720.0,1560.0,111.63829787234043,64.0
Oukitel,25899,72.0,Helio,6.0,46.329588014981276,5.0,720.0,1520.0,111.63829787234043,128.0
Xiaomi,54999,89.0,Snapdragon,12.0,67.0,6.0,1440.0,3200.0,120.0,256.0
Motorola,49990,89.0,Snapdragon,8.0,68.0,6.0,1080.0,2400.0,144.0,128.0
Xiaomi,32990,86.0,Dimensity,8.0,80.0,6.0,1080.0,2400.0,120.0,256.0
Realme,8720,64.0,Tiger,4.0,10.0,6.0,720.0,1600.0,111.63829787234043,64.0
Oppo,69990,89.0,Snapdragon,8.0,120.0,6.0,1080.0,2400.0,120.0,256.0
itel,4787,78.25824800910125,Spreadtrum,2.0,46.329588014981276,5.921406411582213,854.0,480.0,111.63829787234043,32.0
Google,70990,80.0,Google,12.0,67.0,6.0,1440.0,3120.0,120.0,256.0
Vivo,119990,78.25824800910125,Snapdragon,12.0,66.0,8.0,1916.0,2160.0,120.0,256.0
Motorola,34990,83.0,Snapdragon,8.0,68.0,6.0,1080.0,2460.0,120.0,128.0
Honor,14990,75.0,Snapdragon,6.0,22.0,6.0,720.0,1600.0,111.63829787234043,128.0
POCO,28990,85.0,Dimensity,8.0,67.0,6.0,1080.0,2460.0,144.0,256.0
Motorola,19990,80.0,Snapdragon,6.0,46.329588014981276,6.0,1080.0,2400.0,111.63829787234043,128.0
Samsung,24990,74.0,Octa,8.0,46.329588014981276,6.0,1080.0,2400.0,111.63829787234043,128.0
