,company,price,rating,processor,ram,battery,screen_size,width,height,frequency,rom
288,Infinix,16900,83.0,Helio,8.0,33.0,6.0,1080.0,2400.0,,256.0
289,Infinix,19999,78.0,Dimensity,6.0,18.0,6.0,1080.0,2408.0,120.0,128.0
290,Apple,182999,78.0,Bionic,6.0,,6.0,1290.0,2796.0,120.0,1.0
291,Samsung,12999,75.0,Exynos,6.0,15.0,6.0,1080.0,2400.0,,128.0
292,Poco,15999,82.0,Dimensity,8.0,33.0,6.0,1080.0,2400.0,90.0,128.0
293,Xiaomi,13999,82.0,Helio,8.0,33.0,6.0,1080.0,2400.0,,128.0
294,Realme,7749,61.0,"SC9863A,",4.0,,6.0,720.0,1600.0,,64.0
295,Samsung,24999,81.0,Snapdragon,8.0,25.0,6.0,1080.0,2408.0,120.0,128.0
296,Motorola,59999,,Snapdragon,12.0,125.0,6.0,1080.0,2400.0,144.0,256.0
297,OPPO,25895,82.0,Snapdragon,8.0,33.0,6.0,1080.0,2400.0,,128.0
298,Xiaomi,46990,89.0,Snapdragon,8.0,67.0,6.0,1080.0,2400.0,120.0,128.0
299,Xiaomi,7499,64.0,Helio,3.0,,6.0,720.0,1600.0,,32.0
300,Vivo,7790,60.0,Helio,2.0,10.0,6.0,720.0,1600.0,,32.0
301,Xiaomi,25999,85.0,Dimensity,8.0,67.0,6.0,1080.0,2460.0,144.0,256.0
302,Realme,6299,60.0,Tiger,3.0,,6.0,720.0,1600.0,,32.0
303,Motorola,12999,77.0,Snapdragon,4.0,,6.0,1080.0,2400.0,120.0,64.0
304,Xiaomi,11999,75.0,Snapdragon,6.0,18.0,6.0,720.0,1600.0,,128.0
305,Xiaomi,21890,83.0,Snapdragon,6.0,33.0,6.0,1080.0,2400.0,90.0,128.0
306,Samsung,69999,84.0,Snapdragon,8.0,15.0,6.0,1080.0,2640.0,120.0,128.0
307,Apple,55999,75.0,Bionic,4.0,1.0,,,,,128.0
308,OnePlus,55999,87.0,Snapdragon,16.0,150.0,6.0,1080.0,2412.0,120.0,256.0
309,Samsung,14999,75.0,Octa,4.0,25.0,6.0,1080.0,2408.0,,128.0
310,OPPO,25994,85.0,Dimensity,8.0,65.0,6.0,1080.0,2400.0,90.0,256.0
311,OnePlus,42999,85.0,Snapdragon,8.0,,6.0,1080.0,2400.0,120.0,128.0
312,Samsung,33499,89.0,Exynos,8.0,25.0,6.0,1080.0,2400.0,120.0,128.0
313,Samsung,118999,,Snapdragon,12.0,45.0,6.0,1440.0,3080.0,120.0,512.0
314,Motorola,16999,80.0,Snapdragon,6.0,33.0,6.0,1080.0,2400.0,,128.0
315,itel,6990,,Quad,2.0,,6.0,1600.0,720.0,,32.0
316,Vivo,29990,82.0,Dimensity,8.0,66.0,,1080.0,2400.0,120.0,128.0
317,Samsung,12944,71.0,Dimensity,4.0,15.0,6.0,720.0,1600.0,90.0,64.0
318,POCO,29990,84.0,Dimensity,8.0,80.0,6.0,1080.0,2400.0,144.0,128.0
319,Honor,16999,80.0,Snapdragon,8.0,66.0,6.0,1080.0,2388.0,,128.0
320,iQOO,64999,89.0,Snapdragon,16.0,120.0,6.0,1440.0,3200.0,144.0,256.0
321,Samsung,154998,,Snapdragon,12.0,25.0,7.0,1812.0,2176.0,120.0,256.0
322,Royole,109999,87.0,Snapdragon,8.0,,7.0,1440.0,1920.0,,128.0
323,Apple,84999,83.0,Bionic,6.0,,6.0,1284.0,2778.0,,256.0
324,Samsung,27499,85.0,Exynos,8.0,25.0,6.0,1080.0,2400.0,90.0,128.0
325,Tecno,8999,69.0,Helio,6.0,,6.0,720.0,1600.0,90.0,128.0
326,Google,40480,84.0,Google,8.0,30.0,6.0,1080.0,2400.0,90.0,128.0
327,Xiaomi,17999,81.0,Snapdragon,6.0,33.0,6.0,1080.0,2400.0,120.0,128.0
328,Samsung,105999,,Exynos,12.0,25.0,6.0,1440.0,3200.0,120.0,256.0
329,Infinix,8999,67.0,Helio,4.0,18.0,6.0,720.0,1640.0,90.0,64.0
330,Vivo,14999,77.0,Snapdragon,6.0,18.0,6.0,1080.0,2408.0,90.0,128.0
331,OPPO,19990,82.0,Snapdragon,8.0,33.0,6.0,1080.0,2400.0,90.0,128.0
332,iQOO,23399,80.0,Snapdragon,8.0,66.0,6.0,1080.0,2404.0,90.0,128.0
333,Samsung,41990,,Snapdragon,8.0,25.0,6.0,1080.0,2400.0,120.0,256.0
334,Realme,22998,82.0,Snapdragon,8.0,30.0,6.0,1080.0,2412.0,144.0,128.0
335,Poco,25999,82.0,Snapdragon,6.0,67.0,6.0,1080.0,2400.0,120.0,128.0
336,Infinix,11700,74.0,Helio,4.0,33.0,6.0,2400.0,1080.0,,64.0
337,Samsung,6499,,Unisoc,2.0,,6.0,720.0,1600.0,,32.0
338,Motorola,15999,84.0,Snapdragon,6.0,20.0,6.0,1080.0,2460.0,120.0,128.0
339,OnePlus,64800,89.0,Snapdragon,8.0,65.0,6.0,1440.0,3216.0,120.0,128.0
340,Xiaomi,14590,80.0,Helio,6.0,33.0,6.0,1080.0,2400.0,90.0,64.0
341,Xiaomi,7499,68.0,Helio,4.0,,6.0,720.0,1600.0,,64.0
342,Tecno,21999,82.0,Dimensity,8.0,33.0,6.0,1080.0,2460.0,120.0,128.0
343,Samsung,11999,71.0,Helio,4.0,,6.0,720.0,1600.0,,64.0
344,POCO,12999,79.0,Helio,6.0,33.0,6.0,1080.0,2400.0,90.0,128.0
345,OnePlus,20990,81.0,Snapdragon,6.0,33.0,6.0,1080.0,2400.0,,128.0
346,Apple,72999,79.0,Bionic,4.0,,6.0,1170.0,2532.0,,256.0
347,Oppo,77990,,Snapdragon,12.0,120.0,6.0,1080.0,2400.0,120.0,256.0
348,Vivo,56999,,Dimensity,8.0,120.0,6.0,1260.0,2800.0,120.0,256.0
349,Motorola,21999,79.0,Snapdragon,4.0,10.0,6.0,720.0,1600.0,120.0,128.0
350,Motorola,9499,75.0,Helio,4.0,20.0,6.0,720.0,1600.0,90.0,64.0
351,Xiaomi,7499,66.0,Helio,4.0,10.0,6.0,720.0,1600.0,,64.0
352,Jio,4649,,Qualcomm,2.0,,5.0,720.0,1440.0,,32.0
353,Vivo,18000,62.0,Helio,4.0,,6.0,1520.0,720.0,,32.0
354,Xiaomi,38999,85.0,Snapdragon,8.0,120.0,6.0,1440.0,3200.0,120.0,128.0
355,Realme,7145,,Unisoc,2.0,10.0,6.0,720.0,1600.0,,32.0
356,Vivo,14990,77.0,Snapdragon,8.0,18.0,6.0,1612.0,720.0,90.0,128.0
357,OPPO,15499,70.0,Helio,4.0,33.0,6.0,720.0,1600.0,,64.0
358,Xiaomi,9999,69.0,Helio,6.0,,6.0,720.0,1600.0,,128.0
359,Poco,29999,86.0,Snapdragon,12.0,67.0,6.0,1080.0,2400.0,120.0,256.0
360,Realme,15999,84.0,Snapdragon,8.0,33.0,6.0,1080.0,2400.0,90.0,128.0
361,Xiaomi,59990,89.0,Snapdragon,8.0,120.0,6.0,1220.0,2712.0,120.0,128.0
362,iQOO,34990,84.0,Snapdragon,8.0,120.0,6.0,1080.0,2376.0,120.0,128.0
363,Apple,45999,75.0,Bionic,4.0,4.0,,,,,128.0
364,Samsung,119990,85.0,Snapdragon,12.0,45.0,6.0,1200.0,2860.0,144.0,256.0
365,OPPO,89990,88.0,Dimensity,8.0,44.0,6.0,1200.0,2400.0,120.0,128.0
366,OnePlus,50999,87.0,Snapdragon,12.0,150.0,6.0,1080.0,2412.0,120.0,256.0
367,Tecno,7999,65.0,Helio,4.0,,6.0,720.0,1600.0,90.0,64.0
368,Samsung,43999,88.0,Exynos,8.0,25.0,6.0,1080.0,2340.0,120.0,256.0
369,Xiaomi,18499,83.0,Dimensity,8.0,33.0,6.0,1080.0,2400.0,90.0,128.0
370,Sony,134999,,Snapdragon,12.0,30.0,6.0,1644.0,3840.0,120.0,512.0
371,Vivo,32999,85.0,Snapdragon,8.0,33.0,6.0,1080.0,2400.0,,128.0
372,Poco,13499,80.0,Snapdragon,6.0,33.0,6.0,1080.0,2400.0,120.0,64.0
373,Samsung,35489,86.0,Exynos,8.0,25.0,6.0,1080.0,2400.0,120.0,128.0
374,Google,20120,78.0,Snapdragon,6.0,,5.0,1080.0,2280.0,,64.0
375,Samsung,42999,81.0,Exynos,8.0,15.0,6.0,1440.0,3040.0,,128.0
376,Nokia,4649,,No,107.0,128.0,,,,,
377,Realme,24999,78.0,Dimensity,6.0,66.0,6.0,1080.0,2400.0,90.0,128.0
378,OPPO,20999,82.0,Snapdragon,8.0,33.0,6.0,1080.0,2400.0,90.0,128.0
379,Realme,28994,84.0,Snapdragon,8.0,65.0,6.0,1080.0,2400.0,120.0,128.0
380,Samsung,48900,88.0,Exynos,8.0,25.0,6.0,1080.0,2400.0,120.0,128.0
381,Samsung,22494,86.0,Snapdragon,8.0,25.0,6.0,1080.0,2400.0,,128.0
382,Vivo,8990,61.0,Helio,3.0,10.0,6.0,720.0,1600.0,,32.0
383,Letv,6999,,"Unisoc,",4.0,,6.0,720.0,1560.0,,32.0
384,Tecno,8890,63.0,Unisoc,4.0,,6.0,720.0,1612.0,90.0,64.0
385,iQOO,18498,82.0,Snapdragon,8.0,18.0,6.0,1080.0,2408.0,120.0,128.0
386,Vivo,23999,81.0,Snapdragon,6.0,66.0,6.0,1080.0,2404.0,90.0,128.0
387,Realme,22994,81.0,Dimensity,8.0,60.0,6.0,1080.0,2400.0,90.0,128.0
388,Samsung,12990,71.0,Exynos,4.0,15.0,6.0,720.0,1600.0,90.0,64.0
389,Realme,14999,78.0,Snapdragon,6.0,33.0,6.0,1080.0,2412.0,90.0,128.0
390,Realme,18499,80.0,Dimensity,8.0,18.0,6.0,1080.0,2400.0,90.0,128.0
391,OPPO,14990,78.0,Snapdragon,6.0,33.0,6.0,1080.0,2400.0,,128.0
392,OPPO,70990,88.0,Dimensity,8.0,44.0,6.0,1080.0,2520.0,120.0,256.0
393,Samsung,12120,75.0,Helio,4.0,15.0,6.0,1080.0,2400.0,90.0,64.0
394,Oukitel,29990,84.0,Helio,8.0,33.0,6.0,1080.0,2400.0,,256.0
395,Realme,20999,82.0,Snapdragon,8.0,33.0,6.0,1080.0,2412.0,120.0,128.0
396,Xiaomi,11999,80.0,Snapdragon,6.0,18.0,6.0,1080.0,2400.0,,128.0
397,Samsung,17990,73.0,Dimensity,4.0,15.0,6.0,720.0,1600.0,90.0,64.0
398,Xiaomi,14990,77.0,Dimensity,4.0,33.0,6.0,1080.0,2400.0,90.0,128.0
399,itel,6490,,Spreadtrum,1.0,,6.0,1600.0,720.0,,16.0
400,Jio,2999,,Dual,512.0,,2.0,320.0,240.0,,4.0
401,Realme,34999,83.0,Snapdragon,8.0,240.0,6.0,1080.0,2412.0,120.0,128.0
402,Apple,149900,79.0,Bionic,8.0,,6.0,1290.0,2796.0,120.0,128.0
403,Poco,6499,,Helio,2.0,10.0,6.0,720.0,1600.0,,32.0
404,Samsung,104999,,Snapdragon,12.0,67.0,6.0,1440.0,3214.0,120.0,256.0
405,Realme,13999,75.0,Snapdragon,4.0,33.0,6.0,1080.0,2412.0,90.0,128.0
406,Xiaomi,16999,79.0,Dimensity,6.0,33.0,6.0,1080.0,2400.0,90.0,64.0
407,Vivo,79999,,Snapdragon,12.0,80.0,6.0,1440.0,3200.0,120.0,256.0
408,OPPO,36760,87.0,Dimensity,12.0,65.0,6.0,1080.0,2400.0,90.0,256.0
409,Xiaomi,23499,81.0,Dimensity,6.0,67.0,6.0,2400.0,1080.0,120.0,128.0
410,Asus,75990,87.0,Snapdragon,18.0,120.0,6.0,1080.0,2448.0,165.0,256.0
411,Oppo,21990,76.0,Snapdragon,6.0,33.0,6.0,720.0,1600.0,90.0,128.0
412,Realme,18999,80.0,Snapdragon,6.0,30.0,6.0,1080.0,2412.0,144.0,128.0
413,Samsung,7249,66.0,Unisoc,3.0,15.0,6.0,720.0,1560.0,,32.0
414,OnePlus,16990,75.0,Snapdragon,4.0,18.0,6.0,1080.0,2400.0,90.0,64.0
415,Xiaomi,23890,80.0,Snapdragon,6.0,33.0,6.0,1080.0,2400.0,120.0,128.0
416,OPPO,26380,83.0,Dimensity,8.0,65.0,6.0,1080.0,2400.0,90.0,128.0
417,Realme,27999,87.0,Snapdragon,12.0,65.0,6.0,1080.0,2400.0,90.0,256.0
418,Xiaomi,10850,70.0,Helio,6.0,,6.0,720.0,1600.0,,128.0
419,Redmi,19999,81.0,Snapdragon,6.0,67.0,6.0,1080.0,2400.0,120.0,128.0
420,Apple,129990,76.0,Bionic,6.0,,6.0,1179.0,2556.0,120.0,256.0
421,Motorola,19990,81.0,Snapdragon,6.0,33.0,6.0,1080.0,2400.0,120.0,128.0
422,Motorola,41990,,Snapdragon,8.0,125.0,6.0,1080.0,2400.0,144.0,128.0
423,Xiaomi,69990,,Snapdragon,8.0,67.0,6.0,1440.0,3200.0,120.0,256.0
424,Honor,39990,88.0,Snapdragon,12.0,66.0,6.0,1080.0,2400.0,120.0,512.0
425,OnePlus,74999,,Snapdragon,12.0,80.0,6.0,1440.0,3216.0,120.0,512.0
426,Vivo,36994,87.0,Dimensity,12.0,44.0,6.0,1080.0,2376.0,90.0,256.0
427,OPPO,14700,76.0,Helio,6.0,18.0,6.0,720.0,1600.0,,128.0
428,Xiaomi,34990,86.0,Snapdragon,8.0,120.0,6.0,1080.0,2400.0,120.0,128.0
429,Nokia,34999,76.0,Snapdragon,6.0,33.0,6.0,1080.0,2400.0,,64.0
430,Xiaomi,13990,75.0,Snapdragon,4.0,33.0,6.0,1080.0,2400.0,,64.0
431,Vertu,650000,62.0,Snapdragon,2.0,,4.0,1080.0,1920.0,,64.0
432,Samsung,14859,79.0,Helio,6.0,15.0,6.0,1080.0,2400.0,90.0,128.0
433,Tecno,17999,84.0,Helio,8.0,33.0,6.0,1080.0,2460.0,120.0,128.0
434,Poco,34990,85.0,Snapdragon,8.0,67.0,6.0,1080.0,2400.0,120.0,128.0
435,BLU,14990,85.0,Dimensity,8.0,,6.0,1080.0,2460.0,,128.0
436,OPPO,8999,65.0,Helio,3.0,,6.0,720.0,1600.0,,32.0
437,Motorola,8999,71.0,Helio,4.0,10.0,6.0,720.0,1600.0,90.0,64.0
438,Xiaomi,15824,84.0,Helio,8.0,33.0,6.0,1080.0,2400.0,90.0,128.0
439,Apple,43900,,Bionic,64.0,7.0,,,,,
440,Samsung,22494,86.0,Snapdragon,8.0,25.0,6.0,1080.0,2400.0,90.0,128.0
441,Poco,19650,82.0,Snapdragon,6.0,33.0,6.0,1080.0,2400.0,120.0,128.0
442,Xiaomi,6999,61.0,Helio,2.0,,6.0,720.0,1600.0,,32.0
443,Samsung,16499,80.0,Helio,6.0,15.0,6.0,1080.0,2400.0,90.0,128.0
444,Motorola,15999,75.0,Helio,4.0,10.0,6.0,720.0,1600.0,90.0,128.0
445,Asus,72999,88.0,Dimensity,16.0,65.0,6.0,1080.0,2448.0,165.0,256.0
446,Xiaomi,26999,84.0,Dimensity,6.0,120.0,6.0,1080.0,2400.0,120.0,128.0
447,Infinix,6999,,Helio,2.0,,6.0,720.0,1600.0,,32.0
448,Apple,130990,75.0,Bionic,8.0,6.0,,,,,128.0
449,Realme,12787,71.0,Tiger,4.0,18.0,6.0,1080.0,2408.0,90.0,128.0
450,Infinix,9999,72.0,Helio,4.0,18.0,6.0,720.0,1640.0,90.0,64.0
451,Vivo,54999,86.0,Dimensity,8.0,80.0,6.0,1080.0,2400.0,120.0,128.0
452,Vivo,15490,79.0,Helio,8.0,19.0,6.0,1080.0,2408.0,,128.0
453,Tecno,25999,84.0,Helio,8.0,33.0,6.0,1080.0,2340.0,90.0,256.0
454,Samsung,9499,68.0,Helio,4.0,15.0,6.0,720.0,1600.0,,128.0
455,Redmi,7999,70.0,Helio,4.0,,6.0,720.0,1650.0,,64.0
456,Asus,63990,86.0,Snapdragon,8.0,30.0,5.0,1080.0,2400.0,120.0,128.0
457,Sony,15990,73.0,Helio,4.0,,6.0,720.0,1680.0,,64.0
458,iQOO,34949,85.0,Snapdragon,12.0,66.0,6.0,1080.0,2400.0,120.0,256.0
459,Tecno,8799,72.0,Helio,4.0,33.0,6.0,1080.0,2460.0,,64.0
460,Xiaomi,12390,74.0,Helio,4.0,18.0,6.0,1080.0,2400.0,90.0,64.0
461,Samsung,11499,73.0,Helio,4.0,,6.0,720.0,1600.0,90.0,64.0
462,Xiaomi,199990,,Snapdragon,12.0,40.0,7.0,2088.0,2250.0,,512.0
463,OPPO,42990,86.0,Dimensity,16.0,120.0,6.0,1080.0,2412.0,120.0,256.0
464,Nubia,34999,82.0,Snapdragon,8.0,80.0,6.0,1080.0,2400.0,144.0,128.0
465,Samsung,11999,75.0,Exynos,4.0,15.0,6.0,2408.0,1080.0,,128.0
466,Nokia,10499,70.0,Unisoc,4.0,10.0,6.0,720.0,1600.0,90.0,64.0
467,Infinix,8910,66.0,Tiger,4.0,18.0,6.0,1640.0,720.0,90.0,64.0
468,Vivo,24990,85.0,Snapdragon,8.0,80.0,6.0,1080.0,2400.0,120.0,128.0
469,OPPO,17999,84.0,Snapdragon,8.0,33.0,6.0,1080.0,2400.0,,128.0
470,Xiaomi,22999,86.0,Snapdragon,8.0,33.0,6.0,1080.0,2400.0,90.0,128.0
471,Realme,6490,,Unisoc,2.0,,6.0,720.0,1600.0,,32.0
472,Infinix,21990,85.0,Helio,8.0,45.0,6.0,1080.0,2400.0,120.0,128.0
473,Nokia,1762,,No,128.0,,1.0,120.0,160.0,,48.0
474,Samsung,12364,76.0,Helio,4.0,15.0,6.0,1080.0,2400.0,90.0,64.0
475,Samsung,39990,86.0,Snapdragon,6.0,25.0,6.0,1440.0,3200.0,120.0,128.0
476,Xiaomi,11999,77.0,Snapdragon,6.0,,6.0,1080.0,2246.0,,64.0
477,Vivo,7499,,Helio,1.0,,4.0,480.0,854.0,,16.0
478,Lyf,3990,60.0,Snapdragon,3.0,,5.0,1080.0,1920.0,,32.0
479,Motorola,10499,65.0,Tiger,2.0,10.0,6.0,720.0,1600.0,,64.0
480,Tecno,6299,,Helio,2.0,,6.0,720.0,1600.0,,32.0
481,Itel,5990,,Unisoc,2.0,,,854.0,480.0,,32.0
482,Vivo,113990,,Snapdragon,12.0,80.0,8.0,1916.0,2160.0,120.0,256.0
483,Huawei,239999,81.0,Snapdragon,512.0,66.0,6.0,1212.0,2616.0,120.0,
484,Samsung,21999,84.0,Dimensity,6.0,33.0,6.0,1080.0,2400.0,,128.0
485,iQOO,15999,80.0,Snapdragon,6.0,44.0,6.0,1080.0,2400.0,120.0,128.0
486,Nokia,6899,,Snapdragon,512.0,,2.0,240.0,320.0,,4.0
487,Sony,69990,86.0,Snapdragon,8.0,21.0,6.0,1080.0,2520.0,120.0,128.0
488,Vivo,12990,71.0,Helio,4.0,,6.0,720.0,1544.0,,128.0
489,Sony,92980,,Snapdragon,12.0,30.0,6.0,1644.0,3840.0,120.0,512.0
490,Tecno,15999,74.0,Helio,8.0,45.0,6.0,720.0,1600.0,90.0,256.0
491,Huawei,23999,84.0,Sanpdragon,8.0,66.0,6.0,1080.0,2160.0,90.0,256.0
492,Vivo,12999,75.0,Snapdragon,4.0,18.0,6.0,1080.0,2408.0,90.0,128.0
493,Nubia,60990,86.0,Snapdragon,12.0,135.0,6.0,1080.0,2400.0,120.0,256.0
494,Motorola,8859,67.0,Helio,4.0,18.0,6.0,720.0,1600.0,90.0,64.0
495,iQOO,33749,84.0,Snapdragon,12.0,80.0,6.0,1080.0,2400.0,120.0,256.0
496,Samsung,15990,63.0,Octa,6.0,,6.0,720.0,1600.0,,64.0
497,POCO,24990,84.0,Dimensity,8.0,67.0,6.0,1080.0,2460.0,144.0,128.0
498,Realme,14999,76.0,Dimensity,4.0,33.0,6.0,1080.0,2400.0,90.0,128.0
499,Vivo,17990,76.0,Dimensity,6.0,80.0,6.0,1080.0,2388.0,120.0,128.0
500,Honor,24990,75.0,Dimensity,8.0,66.0,6.0,1080.0,2340.0,120.0,128.0
501,Xiaomi,11600,74.0,Helio,4.0,18.0,6.0,1080.0,2400.0,90.0,64.0
502,Realme,8299,62.0,Tiger,3.0,,6.0,720.0,1600.0,,32.0
503,Motorola,11999,78.0,Helio,6.0,20.0,6.0,1080.0,2400.0,,128.0
504,Samsung,89999,88.0,Snapdragon,8.0,25.0,6.0,1080.0,2640.0,120.0,128.0
505,OnePlus,27999,77.0,Snapdragon,8.0,,6.0,1080.0,2280.0,,128.0
506,Google,15990,69.0,Snapdragon,4.0,,,1440.0,2880.0,,128.0
507,Xiaomi,7289,60.0,Helio,2.0,10.0,6.0,720.0,1600.0,,32.0
508,Honor,30990,86.0,Snapdragon,8.0,66.0,6.0,1080.0,2400.0,120.0,256.0
509,Realme,15499,77.0,Helio,6.0,33.0,6.0,1080.0,2412.0,120.0,128.0
510,Vivo,8499,66.0,Helio,3.0,,6.0,720.0,1600.0,,32.0
511,Samsung,14490,80.0,Helio,6.0,15.0,6.0,1080.0,2400.0,90.0,128.0
512,Samsung,15490,80.0,Dimensity,6.0,15.0,6.0,1080.0,2408.0,90.0,128.0
513,Realme,14990,78.0,Snapdragon,6.0,60.0,6.0,1080.0,2412.0,120.0,128.0
514,POCO,15999,75.0,Dimensity,4.0,18.0,6.0,1080.0,2400.0,90.0,64.0
515,Google,36000,82.0,Snapdragon,8.0,18.0,,1080.0,2340.0,90.0,128.0
516,OnePlus,69999,,Snapdragon,12.0,150.0,6.0,1440.0,3412.0,144.0,256.0
517,Xiaomi,26990,86.0,Dimensity,8.0,210.0,6.0,1080.0,2400.0,120.0,256.0
518,Samsung,10630,71.0,Exynos,4.0,15.0,6.0,1080.0,2400.0,,64.0
519,Oppo,42990,85.0,Dimensity,8.0,80.0,6.0,1080.0,2412.0,120.0,256.0
520,Vivo,24990,77.0,Dimensity,8.0,,6.0,1080.0,2400.0,90.0,128.0
521,iQOO,14489,77.0,Snapdragon,4.0,44.0,6.0,1080.0,2400.0,120.0,128.0
522,OPPO,16490,73.0,Snapdragon,6.0,33.0,6.0,720.0,1612.0,90.0,128.0
523,Realme,24494,82.0,Dimensity,8.0,60.0,6.0,1080.0,2400.0,90.0,256.0
524,Vivo,7999,61.0,Helio,2.0,,6.0,720.0,1600.0,,32.0
525,Motorola,23990,85.0,Snapdragon,6.0,33.0,6.0,1080.0,2460.0,144.0,128.0
526,Realme,49959,89.0,Snapdragon,8.0,65.0,6.0,1440.0,3216.0,120.0,128.0
527,Apple,129900,83.0,Bionic,6.0,,6.0,1170.0,2532.0,120.0,256.0
528,Vivo,19990,80.0,Helio,8.0,33.0,6.0,1080.0,2400.0,,128.0
529,Samsung,14990,67.0,Octa,4.0,25.0,6.0,2408.0,1080.0,,64.0
530,Vivo,23269,85.0,Snapdragon,8.0,33.0,6.0,1080.0,2400.0,,128.0
531,Xiaomi,13999,75.0,Snapdragon,4.0,18.0,6.0,1080.0,2400.0,,64.0
532,Samsung,1949,,No,208.0,,,128.0,160.0,,
533,Itel,2799,,1,64.0,,2.0,320.0,240.0,,128.0
534,OnePlus,35389,85.0,Dimensity,8.0,80.0,6.0,1080.0,2412.0,120.0,128.0
535,Google,79700,,Google,12.0,30.0,6.0,1440.0,3120.0,120.0,256.0
536,Nokia,9499,62.0,Unisoc,3.0,10.0,6.0,720.0,1600.0,,32.0
537,Infinix,12340,76.0,Tiger,8.0,18.0,6.0,720.0,1612.0,90.0,128.0
538,Poco,10799,74.0,Helio,4.0,18.0,6.0,1080.0,2400.0,90.0,64.0
539,Xiaomi,14990,73.0,Snapdragon,4.0,18.0,6.0,720.0,1600.0,,128.0
540,ZTE,61990,89.0,Snapdragon,8.0,65.0,6.0,1116.0,2480.0,120.0,128.0
541,Xiaomi,51880,,Snapdragon,12.0,120.0,6.0,1440.0,3200.0,120.0,256.0
542,OPPO,16990,80.0,Snapdragon,8.0,33.0,6.0,1080.0,2412.0,90.0,128.0
543,Huawei,19990,84.0,Snapdragon,8.0,66.0,6.0,1080.0,2388.0,90.0,128.0
544,Samsung,57999,87.0,Snapdragon,8.0,25.0,6.0,1080.0,2340.0,120.0,256.0
545,Lenovo,46990,87.0,Snapdragon,12.0,68.0,6.0,1080.0,2460.0,144.0,256.0
546,Vivo,20990,77.0,Dimensity,4.0,18.0,6.0,1080.0,2408.0,,128.0
547,Nokia,17990,82.0,Snapdragon,6.0,18.0,6.0,1080.0,2400.0,,128.0
548,Realme,17499,82.0,Dimensity,8.0,33.0,6.0,1080.0,2400.0,90.0,128.0
549,Realme,17999,80.0,Dimensity,6.0,33.0,6.0,1080.0,2400.0,90.0,128.0
550,Nokia,49990,,Snapdragon,8.0,44.0,6.0,1080.0,2408.0,144.0,128.0
551,itel,2399,,No,117.0,128.0,,,,,
552,Poco,14999,74.0,Snapdragon,4.0,33.0,6.0,1080.0,2400.0,120.0,128.0
553,Xiaomi,19980,82.0,Snapdragon,6.0,33.0,6.0,1080.0,2400.0,120.0,128.0
554,iQOO,35990,85.0,Snapdragon,12.0,66.0,6.0,1080.0,2400.0,120.0,256.0
555,Realme,15999,78.0,Helio,4.0,30.0,6.0,1080.0,2400.0,,128.0
556,Samsung,41999,88.0,Exynos,8.0,25.0,6.0,1440.0,3200.0,120.0,128.0
557,Xiaomi,25999,83.0,Dimensity,8.0,67.0,6.0,1440.0,3200.0,120.0,128.0
558,Motorola,7990,65.0,Helio,3.0,18.0,6.0,720.0,1600.0,90.0,32.0
559,OnePlus,29990,84.0,Dimensity,8.0,80.0,6.0,1080.0,2400.0,90.0,128.0
560,OPPO,27990,83.0,Snapdragon,8.0,65.0,6.0,1080.0,2460.0,90.0,128.0
561,Poco,29999,84.0,Snapdragon,8.0,67.0,6.0,1440.0,3200.0,120.0,128.0
562,OPPO,8999,68.0,Helio,4.0,,6.0,720.0,1600.0,,64.0
563,POCO,13999,81.0,Helio,8.0,33.0,6.0,1080.0,2400.0,90.0,128.0
564,Realme,11499,71.0,Helio,4.0,18.0,6.0,720.0,1600.0,,64.0
565,Asus,39999,87.0,Snapdragon,8.0,65.0,6.0,1080.0,2448.0,144.0,128.0
566,Realme,27999,84.0,Snapdragon,8.0,65.0,6.0,1080.0,2400.0,120.0,128.0
567,Samsung,24499,79.0,Dimensity,6.0,15.0,6.0,720.0,1600.0,90.0,128.0
568,Nubia,60999,86.0,Snapdragon,12.0,165.0,6.0,1116.0,2480.0,120.0,256.0
569,Samsung,110999,89.0,Snapdragon,12.0,25.0,7.0,1768.0,2208.0,120.0,256.0
570,LG,54999,89.0,Snapdragon,8.0,,6.0,1080.0,2460.0,,128.0
571,Xiaomi,16490,80.0,Snapdragon,6.0,33.0,6.0,1080.0,2400.0,,64.0
572,Samsung,24990,83.0,Snapdragon,6.0,25.0,6.0,1080.0,2400.0,90.0,128.0
573,Nokia,1299,,No,4.0,,1.0,120.0,160.0,,4.0
574,Vivo,25000,,Snapdragon,3.0,,,720.0,1440.0,,16.0
575,Lyf,1999,,Snapdragon,1.0,,4.0,480.0,854.0,,8.0
576,Samsung,9950,66.0,Helio,3.0,,6.0,720.0,1600.0,,64.0
577,Oppo,12999,75.0,Dimensity,8.0,,6.0,720.0,1612.0,,128.0
578,Oppo,19999,83.0,Helio,8.0,66.0,6.0,1080.0,2400.0,120.0,256.0
579,OPPO,32999,84.0,Snapdragon,8.0,120.0,6.0,1080.0,2412.0,120.0,256.0
580,Nokia,28498,81.0,Snapdragon,6.0,20.0,6.0,1080.0,2400.0,120.0,128.0
581,OPPO,15998,71.0,Helio,4.0,33.0,6.0,720.0,1600.0,,128.0
582,Nokia,3749,,No,107.0,128.0,,,,,
583,Motorola,59990,89.0,Snapdragon,8.0,125.0,6.0,1080.0,2460.0,165.0,128.0
584,Oppo,16990,78.0,Snapdragon,6.0,67.0,6.0,1080.0,2412.0,120.0,128.0
